Propuestas legislativas adoptadas por la Comisi%oacute%n 
Propuestas legislativas adoptadas por la Comisión 
(2005/C 52/11) 
Documento | Parte | Fecha | Título | 
COM(2004) 788 | | 9.12.2004 | Propuesta de DECISIÓN DEL CONSEJO relativa a la posición que adoptará la Comunidad Europea y sus Estados miembros en el seno del Consejo de Asociación instituido por el Acuerdo euromediterráneo por el que se establece una asociación entre las Comunidades Europeas y sus Estados miembros, por una parte, y el Reino de Marruecos, por otra, con relación a la adopción de una Recomendación sobre la ejecución del Plan de acción UE-Marruecos | 
COM(2004) 789 | | 9.12.2004 | Propuesta de DECISIÓN DEL CONSEJO relativa a la posición que adoptará la Comunidad Europea en el Comité mixto establecido por el Acuerdo interino de asociación en materia de comercio y cooperación con relación a la adopción de una Recomendación sobre la ejecución del Plan de acción UE-Autoridad Palestina | 
COM(2004) 790 | | 9.10.2004 | Propuesta de DECISIÓN DEL CONSEJO relativa a la posición que adoptarán las Comunidades y sus Estados miembros en el Consejo de Asociación instituido por el Acuerdo euromediterráneo por el que se establece una asociación entre las Comunidades Europeas y sus Estados miembros, por una parte, y el Estado de Israel, por otra, con relación a la adopción de una Recomendación sobre la ejecución del Plan de acción UE-Israel | 
COM(2004) 791 | | 9.12.2004 | Propuesta de DECISIÓN DEL CONSEJO relativa a la posición que adoptarán las Comunidades y sus Estados miembros en el Consejo de Cooperación instituido por el Acuerdo de Colaboración y Cooperación por el que se establece una colaboración entre las Comunidades Europeas y sus Estados miembros, por una parte, y Ucrania, por otra, con relación a la adopción de una Recomendación sobre la ejecución del Plan de acción UE-Ucrania | 
COM(2004) 792 | | 9.10.2004 | Propuesta de DECISIÓN DEL CONSEJO relativa a la posición que adoptará la Comunidad Europea y sus Estados miembros en el Consejo de Asociación instituido por el Acuerdo euromediterráneo por el que se establece una asociación entre las Comunidades Europeas y sus Estados miembros, por una parte, y la República de Túnez, por otra, con relación a la adopción de una Recomendación sobre la ejecución del Plan de acción UE-Túnez | 
COM(2004) 796 | | 9.12.2004 | Propuesta de DECISIÓN DEL CONSEJO relativa a la posición que adoptará la Comunidad Europea y sus Estados miembros en el Consejo de Asociación instituido por el Acuerdo euromediterráneo por el que se establece una asociación entre las Comunidades Europeas y sus Estados miembros, por una parte, y el Reino Hachemí de Jordania, por otra, con relación a la adopción de una Recomendación sobre la ejecución del Plan de acción UE- Jordania | 
COM(2004) 798 | | 16.12.2004 | Propuesta de DECISIÓN DEL CONSEJO por la que se aprueba la adhesión de la Comunidad Europea al Convenio Internacional para la Protección de las Obtenciones Vegetales, según fue revisado en Ginebra el 19 de marzo de 1991 | 
COM(2004) 809 | 1 | 16.12.2004 | Propuesta de DECISIÓN DEL CONSEJO relativa a la celebración de un Acuerdo marco entre la Comunidad Europea y la República de Albania sobre los principios generales de la participación de la República de Albania en los programas comunitarios | 
COM(2004) 809 | 2 | 16.12.2004 | Propuesta de DECISIÓN DEL CONSEJO relativa a la celebración de un Acuerdo marco entre la Comunidad Europea y Bosnia y Herzegovina sobre los principios generales de la participación de Bosnia y Herzegovina en los programas comunitarios | 
COM(2004) 809 | 3 | 16.12.2004 | Propuesta de DECISIÓN DEL CONSEJO relativa a la celebración de un Acuerdo marco entre la Comunidad Europea y la República de Croacia sobre los principios generales de la participación de la República de Croacia en los programas comunitarios | 
COM(2004) 809 | 4 | 16.12.2004 | Propuesta de DECISIÓN DEL CONSEJO relativa a la celebración de un Protocolo del Acuerdo de Estabilización y Asociación entre las Comunidades Europeas y sus Estados miembros, por una parte, y la Antigua República Yugoslava de Macedonia, por otra, relativo a la celebración de un Acuerdo marco entre la Comunidad Europea y la Antigua República Yugoslava de Macedonia sobre los principios generales de la participación de la Antigua República Yugoslava de Macedonia en los programas comunitarios | 
COM(2004) 809 | 5 | 16.12.2004 | Propuesta de DECISIÓN DEL CONSEJO relativa a la celebración de un Acuerdo marco entre la Comunidad Europea y Serbia y Montenegro sobre los principios generales de la participación de Serbia y Montenegro en los programas comunitarios | 
COM(2004) 835 | | 28.12.2004 | Propuesta de REGLAMENTO DEL PARLAMENTO EUROPEO Y DEL CONSEJO sobre el Sistema de Información de Visados (VIS) y el intercambio de datos sobre visados de corta duración entre los Estados miembros | 
COM(2004) 852 | | 5.1.2005 | Propuesta de DECISIÓN DEL CONSEJO por la que, de conformidad con lo dispuesto en el artículo 19 de la Directiva 2003/96/CE, se autoriza a Suecia a aplicar un tipo impositivo reducido a la electricidad consumida por determinados hogares y empresas del sector de los servicios | 
COM(2005) 4 | | 19.1.2005 | Propuesta de DECISIÓN DEL CONSEJO por la que se autoriza a la República de Chipre para establecer una medida de inaplicación de lo dispuesto en el artículo 11 de la Sexta Directiva 77/388/CEE en materia de armonización de las legislaciones de los Estados miembros relativas a los impuestos sobre el volumen de negocios | 
Estos textos se encuentran disponibles en EUR-Lex: http://europa.eu.int/eur-lex/lex/ 
-------------------------------------------------- 
