Propuestas legislativas adoptadas por la Comisión 
Propuestas legislativas adoptadas por la Comisión 
(2006/C 104/10) 
Documento | Parte | Fecha | Título | 
COM(2006) 114 | | 10.3.2006 | Propuesta de Decisión del Parlamento Europeo y del Consejo relativa a la utilización del Fondo de Solidaridad de la UE de conformidad con el punto 3 del Acuerdo interinstitucional, de 7 de noviembre de 2002, entre el Parlamento Europeo, el Consejo y la Comisión sobre la financiación del Fondo de Solidaridad de la Unión Europea, que complementa el Acuerdo interinstitucional de 6 de mayo de 1999 sobre la disciplina presupuestaria y la mejora del procedimiento presupuestario | 
COM(2006) 115 | | 14.3.2006 | Propuesta de Decisión del Consejo relativa a la celebración del acuerdo entre la Comunidad Europea y Noruega sobre la revisión del importe de la contribución financiera de Noruega prevista en el acuerdo entre la Comunidad Europea y el Reino de Noruega relativo a la participación de Noruega en las actividades del Observatorio Europeo de la Droga y las Toxicomanías (OEDT) | 
COM(2006) 116 | | 14.3.2006 | Propuesta de Reglamento del Consejo relativo a la glucosa y la lactosa (Versión codificada) | 
COM(2006) 123 | | 16.3.2006 | Propuesta de Directiva del Consejo relativa a la lucha contra el piojo de San José | 
COM(2006) 127 | | 20.3.2006 | Propuesta de Decisión del Consejo relativa a la posición de la Comunidad en relación con el proyecto de Reglamento de la Comisión Económica para Europa de las Naciones Unidas sobre la homologación de los vehículos de motor con respecto al campo de visión delantera del conductor del vehículo | 
COM(2006) 135 | | 22.3.2006 | Propuesta de Reglamento del Parlamento Europeo y del Consejo que establece reglas comunes para el suministro de información básica sobre las Paridades de Poder Adquisitivo, y para su cálculo y difusión | 
COM(2006) 138 | 1 | 21.3.2006 | Propuesta de Decisión del Consejo relativa a la firma, en nombre de la Comunidad Europea, del Acuerdo de Estabilización y Asociación entre las Comunidades Europeas y sus Estados miembros y la República de Albania | 
COM(2006) 138 | 2 | 21.3.2006 | Propuesta de Decisión del Consejo y de la Comisión relativa a la celebración del Acuerdo de Estabilización y Asociación entre las Comunidades Europeas y sus Estados miembros, por una parte, y la República de Albania, por otra | 
COM(2006) 139 | | 21.3.2006 | Propuesta de Decisión del Consejo relativa a la celebración del Acuerdo Interino sobre comercio y asuntos comerciales entre la Comunidad Europea, por una parte, y la República de Albania, por otra | 
COM(2006) 141 | | 28.3.2006 | Propuesta de Decisión del Consejo relativa a la firma del Acuerdo de cooperación sobre un sistema mundial civil de navegación por satélite (GNSS) entre la Comunidad Europea y sus Estados miembros y la República de Corea | 
COM(2006) 143 | | 29.3.2006 | Propuesta de Reglamento (CE, EURATOM) del Consejo por el que se adapta, a partir del 1 de mayo de 2006, el baremo aplicable a las misiones de los funcionarios y otros agentes de las Comunidades Europeas en los Estados miembros | 
COM(2006) 144 | | 27.3.2006 | Propuesta de Reglamento del Consejo por el que se modifica el Reglamento (CE) no 51/2006 en lo que se refiere a la bacaladilla y al arenque | 
COM(2006) 146 | 1 | 31.3.2006 | Propuesta de Decisión del Consejo relativa a la celebración de un Acuerdo en forma de Canje de Notas entre la Comunidad Europea y Malasia | 
COM(2006) 146 | 2 | 31.3.2006 | Propuesta de Reglamento del Consejo relativo a la aplicación del Acuerdo celebrado por la CE a raíz de las negociaciones entabladas al amparo del artículo XXIV, párrafo 6, del GATT de 1994, por el que se modifica el anexo I del Reglamento (CEE) no 2658/87 relativo a la nomenclatura arancelaria y estadística y al Arancel Aduanero Común | 
COM(2006) 147 | 1 | 31.3.2006 | Propuesta de Decisión del Consejo relativa a la celebración de un Acuerdo en forma de Canje de Notas entre la Comunidad Europea y el Territorio Aduanero Separado de Taiwán, Penghu, Kinmen y Matsu | 
COM(2006) 147 | 2 | 31.3.2006 | Propuesta de Reglamento del Consejo relativo a la aplicación del Acuerdo celebrado por la CE a raíz de las negociaciones entabladas al amparo del artículo XXIV, párrafo 6, del GATT de 1994, por el que se modifica el anexo I del Reglamento (CEE) no 2658/87 relativo a la nomenclatura arancelaria y estadística y al Arancel Aduanero Común | 
COM(2006) 148 | | 31.3.2006 | Propuesta de Reglamento del Consejo por el que se amplía el derecho antidumping definitivo establecido por el Reglamento (CE) no 964/2003 sobre las importaciones de determinados accesorios de tubería, de hierro o de acero, originarias de la República Popular China a las importaciones de accesorios de tubería, de hierro o de acero, procedentes de Filipinas, tanto si se declaran originarias de Filipinas como si no | 
COM(2006) 149 | | 5.4.2006 | Propuesta de Reglamento del Consejo por el que se adapta el Reglamento (CE) no 1698/2005 relativo a la ayuda al desarrollo rural a través del Fondo Europeo Agrícola de Desarrollo Rural (FEADER), con motivo de la adhesión de Bulgaria y Rumanía a la Unión Europea | 
COM(2006) 150 | | 5.4.2006 | Propuesta de Decisión del Consejo sobre la posición de la Comunidad Europea relativa a la adaptación al progreso técnico del Reglamento (CE) no 51/2006 de la Comisión Económica para Europa de las Naciones Unidas | 
COM(2006) 151 | | 4.4.2006 | Propuesta de Decisión del Consejo relativa a la equivalencia del examen oficial de variedades 
realizado en Croacia | 
COM(2006) 153 | | 29.3.2006 | Propuesta de Reglamento del Consejo por el que se modifican los Reglamentos (CEE) no 2771/75 y (CEE) no 2777/75 en lo que se refiere a la aplicación de medidas excepcionales de apoyo del mercado | 
COM(2006) 154 | | 4.4.2006 | Propuesta de Reglamento del Consejo sobre el uso de las especies exóticas y las especies localmente ausentes en la acuicultura | 
COM(2006) 158 | | 4.4.2006 | Propuesta de Reglamento del Consejo que modifica el Reglamento (CE) no 397/2004 por el que se establece un derecho antidumping definitivo sobre las importaciones de ropa de cama de algodón originarias de Pakistán | 
Estos textos se encuentran disponibles en EUR-Lex: http://europa.eu.int/eur-lex/lex/ 
-------------------------------------------------- 
